transaction_amount,customer_age,payment_method,transaction_amount_log,is_fraud
-0.6300586927733491,0.5624124015873011,2,-2.885995038280053,1
0.20596177092618317,0.6172990282815729,1,-1.0343232284483108,0
0.8463505737323606,1.4962513725763482,0,-1.4007136398469582,1
1.185181256417534,0.9765519962680975,2,0.25669261957424006,1
0.12649323990899375,1.4227991502650217,0,-1.3732388152011412,0
-1.6033320803235922,0.38975036686844844,2,-0.713136767763168,0
0.3259924075742975,0.18151494451146355,2,-1.1708165589332258,1
1.9544930357402408,1.7545103239011213,1,-1.2023090113394475,1
1.6509736646632276,1.1023867865888637,0,-0.6982895332507084,1
-0.284233834991259,1.8329426155722395,2,-1.4251742486180896,0
-1.0377758474735193,1.8792962616175664,0,-1.195271974416788,0
-1.4761488910855534,1.0168454646975245,0,-0.7583791799476796,0
-1.4514779587544766,0.7803861650614762,0,-0.8746890102984259,0
1.5166932072284025,1.4708509035013522,0,-2.5324967850890667,1
1.3840691536134433,1.6782575438080813,0,-2.215584572352701,1
1.633836853801616,1.349254775535948,0,-0.5953234212227162,1
1.0655873690555508,1.6488577914978775,0,-2.481609073606106,1
0.3181748784879317,0.7639318229184073,2,-1.6168532873267818,1
1.689401159910908,1.46977914388508,2,-1.5879136344292422,1
-0.7390161500136903,0.5051791047297622,2,-0.9217940024229752,0
1.0373241511736844,0.9889687135731089,0,-0.4054820860941324,1
1.1086701763689468,2.159933791047785,1,-2.191810073486205,1
0.5994352993364109,1.0581410770598259,2,-1.6871065079652123,1
-0.8728491098757536,3.0585834606396993,1,-1.7301135901561566,0
-0.9796337105738849,1.9748965069476534,1,-1.2782191298956973,0
0.762355035469918,1.2238519767516078,0,-1.9471146150416883,1
-1.0285476840987464,0.8410135713849072,1,-0.9728560844307522,0
0.3998807879699442,0.31158560892329734,0,-0.17845232035455072,1
0.926307932559957,2.100464189816349,2,-3.3807769168910617,1
0.41319875232374226,1.1352243569396903,0,-2.4645457756279843,1
-1.058548273598618,1.7049583855926547,0,-1.1837984976170475,0
0.7985443513657351,2.280977775718391,2,-3.4185657256812774,1
1.121448288626504,0.08225570431874585,0,1.1543483773294945,1
0.7161718570296811,0.2570689097713027,2,-0.16855671318076304,1
0.7663048041375398,0.8465756398338847,2,-0.45502963615384884,1
1.431955592557005,0.9933360562362028,0,0.052543606500313755,1
1.3316921977176155,0.8899990002617373,2,-0.6952693314883827,1
1.686723981231954,1.0417588653630059,2,-0.4481514368889469,1
-0.41493814311098487,0.12466771091125117,0,-0.8266836981540842,0
1.5262638299762754,1.1587722966402492,1,-0.3948921178386344,1
-1.0551862816147417,0.8616968771277991,0,-1.0392961846155329,0
-1.3796976890147699,1.1152192466402095,1,-0.9050897987477189,0
1.5338510249896724,1.8626649577591758,0,-1.6637723975676364,1
1.2950284174963091,1.9776718788946432,0,-1.9777217439138424,1
-1.7947399700988336,0.8826823199138205,2,-0.8689671885447829,0
-1.1039623943425363,-0.12004208191737664,0,-0.6460385294916279,0
1.5346495918684226,1.838294779234542,0,-1.7376672380324298,1
0.3589272275300217,0.34367342711301385,0,-1.5266414187389512,1
-1.1148121563939466,1.50512165037836,2,-1.215986262252065,0
-0.8543896632264351,1.452104485312264,1,-1.2021977001244437,0
0.7759920872799075,1.2201262465214637,2,-2.28993738481735,1
0.9894816435015269,1.0159012072513658,0,-0.31852113119733816,1
0.728296320517223,0.6985997574334124,2,-0.30549538275709665,1
-2.0856485267311955,0.6691494759718422,0,-0.6989274588260899,0
-0.28077407356381845,0.3741563642338508,2,-1.0376564158926171,0
-2.407374161936458,0.17534959484628654,1,-0.4805679826923097,0
-0.8095124087051542,1.6719229916940854,0,-1.3539332791231273,0
0.585946471143116,0.9102482259423522,0,-1.1326649357718805,1
0.9906030055902755,0.75571633747893,0,-0.1838254090599113,1
0.2733438833306555,1.3314046700711348,0,-2.694262238727125,1
0.3408204816133793,1.3010024621219256,0,-1.9495483057014935,1
2.1105375442725878,1.1268669966917018,0,0.6006136846512613,1
2.623892822330104,1.207149400764962,0,1.041501077788093,1
1.0813592950328725,0.7591032115043342,2,-1.1000987493079735,1
-2.908959751055267,0.5107266044381424,0,-0.513371785116957,0
-1.3308069575192696,1.44660438332594,0,-0.9930355531053694,0
-0.8622377385328976,-0.07164406323869921,1,-0.6069069701449094,0
1.4249422290810583,0.4650100519284396,2,-0.027826835318656262,1
1.9951453639968189,2.5063101007306514,1,-2.7789659960137065,1
1.279206112383203,1.1271073729213192,2,-0.6230205437751859,1
1.919706593382551,1.5140145456557046,2,-1.4805226283062412,1
-0.050617508067815065,0.2896705139926037,2,-0.6916771525611569,1
-0.7349876641258001,-0.005488386826725256,0,-0.7694794420598539,0
-0.37257361710415837,1.7422843800285803,0,-1.3870241937495145,0
1.5004776410785952,1.0131613603890717,0,-0.8717338325160207,1
0.8506161960041234,0.14580172275745784,1,-0.17342320608723483,1
0.9552410087583172,0.8753159903282425,1,-0.9434763726284183,1
0.31853070182105947,2.3667948674982426,2,-1.588980358724024,0
-1.3263151992050943,-0.20538021271218243,0,-0.5025623875972405,0
-1.506132185405677,0.47824954832451594,1,-0.7586072288867346,0
-0.4450856307868515,1.2711904003499346,0,-1.2786832540107127,0
1.3449859148259988,1.3051322515771742,2,-1.4421661918747353,1
-0.025153479932646272,1.2432197956561768,1,-3.438743116201298,1
1.4424984472285067,0.6012357276874436,2,-0.21163840166999448,1
-0.5819821581326547,0.9972664579391463,1,-0.9249364078004138,0
-0.7292754035307736,1.0350833049182098,0,-1.1250435910074936,0
0.7514413896657068,1.2739850853652435,0,-2.1376308735848673,1
1.2457597513723275,2.6271807737823067,1,-3.5927891790205164,1
-1.1080539458652339,2.3502502280497692,2,-1.4782006701310115,0
1.5866930869093225,0.2954609187424042,2,0.6280343791936414,1
1.1009742119232608,0.9116911224674118,1,-1.4630955829961017,1
0.9038529437420304,1.7648669806049477,0,-2.4782810714497012,1
-1.0352435409541374,2.332075939092225,2,-1.4894197032245478,0
0.3629101008395047,1.1420876409019298,0,-1.437408346104664,1
-0.8933162680997521,0.7785465649014269,1,-0.9210195274941169,0
1.1531661354148093,0.5808836235037371,2,-0.21463119019106303,1
0.95593665807528,0.31571573180015355,1,0.08941367540683798,1
1.95043925837756,0.7757565275779529,0,-0.20830879396199697,1
-0.044606481931012354,1.6128506204177788,2,-1.3501737500153799,0
0.0395915478164488,0.8315807163438157,2,-1.1556647805540718,0
0.42570601168724176,0.08487681725486729,1,-0.7762404277906398,1
-0.9643676111726209,-0.11263345613506925,0,-0.715217178242739,0
-0.2578295511970663,0.7391694982732855,1,-2.2360608096550623,1
-0.785195626430011,0.14424566003152506,2,-0.7478932858264399,0
-1.9688131319818285,0.5686997955559077,1,-0.7488168887125648,0
1.7216582399671723,1.7237109188507664,1,-1.7331395372571108,1
-0.5838710338762807,1.7047991420301394,0,-1.3921714367050948,0
1.1430687978781704,1.9353512821852372,2,-2.148078965165049,1
0.23965349686149318,0.8574349809807269,0,-1.430002288246353,1
1.4207997621325188,1.7234633117429583,0,-1.7375065536138283,1
-2.1448511244861708,0.12764063126362202,2,-0.34882742766811203,0
-1.177767669406176,0.9471160402337496,2,-0.9624108436763112,0
0.7002821016088938,1.6579549132652889,0,-2.634796253340168,1
0.3624940363103579,0.1834495116037178,0,-0.9232434908021955,1
-1.4061667944082563,0.5345309632651778,1,-0.7294985062457252,0
-1.3462749832381498,0.1268793967486328,1,-0.6492390080230142,0
-1.6264062888613553,1.642842888062062,1,-1.0990642252990777,0
-1.9456021929528022,-0.14384887630696208,2,-0.453391276636425,0
-2.202923532586831,1.1806634993517553,0,-0.8732878426350449,0
0.2985883471976506,0.01185418003329164,0,-0.32651648059691596,1
-0.38366913771586963,2.3025780913730722,2,-1.5515542691942033,0
0.6609309800978049,1.2430132126339808,0,-2.6637287735270627,1
-1.4373250583010517,-0.2287368085475694,0,-0.37707351351563123,0
1.0635720071337693,1.1172394142645334,0,-1.8357037274506252,1
-0.19354676936330262,1.0601859636010438,0,-1.9762981072026338,1
0.8641687296332735,0.8202224955204244,2,-1.5644124804098176,1
0.5975424860599544,1.7515067302290492,0,-2.253882658067842,1
0.8375140613902001,1.276495437817014,0,-1.6708344473423105,1
-2.1157742509649147,-1.5571675818839803,0,0.022306863932552323,0
1.4332862777891215,0.36653012459052514,1,1.0500352951085148,1
-2.0843262061129453,0.050810675087225365,1,-0.5907816986619276,0
-0.9317973074287432,1.6945909092316591,0,-1.1951910622598199,0
0.6015906306513792,0.2464435554061134,2,-0.48574094135858936,1
0.5795853335873811,1.7615566911191318,0,-3.9028471745189703,1
-1.0117276630191403,2.2248362820397647,0,-1.3618643197128826,0
-1.110198519590306,0.7909875708110132,0,-0.910081380923468,0
0.6572571603945131,0.7535275859030771,1,-1.7398986291237324,1
-0.8257354896559844,1.8812372022836423,1,-1.297454748826196,0
-1.016477324494372,1.1363786417293238,1,-1.0352688802807017,0
-0.15297515206830603,1.1093353922223148,0,-2.892454991043044,1
-1.4875245046396968,1.2876189951911479,1,-0.9896168333564921,0
-1.96441536871945,1.3253926852538556,2,-0.8080155867374744,0
-2.588236607468902,0.7625617821222722,2,-0.5732572418181131,0
1.416592126641416,0.7165690959664222,0,0.9385497220656329,1
-0.08304310130072667,-0.034790657328941155,0,-1.3562214377938937,1
-1.2924543955584673,0.9442653931410677,2,-0.9313081509064571,0
-2.2422047914645917,0.7299441240091582,1,-0.7606806318423692,0
-1.201581211674217,1.746427676974386,2,-1.2340452575013348,0
-2.33894777813106,1.8705477473033214,0,-1.0619853310059306,0
0.4906371279927795,1.5217808451776285,1,-1.451989104859166,0
-0.5476154902703373,1.843553952900209,1,-1.3559757766996487,0
-0.481316501426587,0.7821001656062345,2,-1.0807046238505211,0
0.8843490168802364,1.8055234707170942,2,-3.098490202998776,1
0.08076137965980679,1.0124384491999554,1,-1.2937936816295474,0
-0.24095206360199262,-0.04301255999246778,2,-0.4836886436699025,1
0.32519216259478256,0.21355592822096336,2,-0.3983541573218744,1
0.847646661305727,1.4688458284654389,1,-2.3708269675609106,1
0.8287237021209211,0.3350329024060339,2,0.429806706510909,1
0.6263068529593967,2.415246299324859,0,-1.8096925519245306,0
-1.6478436454476006,0.34885262200056444,2,-0.6346527335166954,0
2.5840894933791807,1.4375822330438393,1,0.5778689505220962,1
-0.7655321627500069,-0.605309816514388,1,-0.46092640427569564,0
1.2418655767777353,1.437158260237209,1,-1.4969745617252541,1
-0.8298878137192485,0.8163235798059465,1,-1.0253086246358512,0
0.3699701289196943,0.8924123983750935,2,-1.9885107534198743,1
1.0166339529990318,0.36456438301318683,0,0.5933330970034982,1
-0.3221777537961156,1.171271645400016,2,-1.1732178541427336,0
-0.7489443485439249,1.3854117265999006,0,-1.199786519933601,0
-1.5265723617342744,0.40684650400043243,2,-0.6196994641009175,0
1.7164888377116658,0.5702632618718482,0,0.38808841705665187,1
-0.31674377525910424,1.734574954232047,0,-1.3897457686263954,0
-1.0727197983976693,1.034976832382185,0,-0.9206410160995683,0
-1.8489701254446813,0.16467468687004094,1,-0.5666777635321887,0
-0.9079856168988419,1.2846973354394733,2,-1.1011562166726654,0
0.24440331801807158,3.025511404907888,0,-1.979986211135612,0
1.064967586775386,0.6246840278966749,0,-0.8788483756194676,1
-1.1034726418952565,1.4394028051616177,0,-1.111334935969176,0
1.4886990809101663,2.3277199883385387,0,-2.8167784908108593,1
-1.6055898032801208,1.709026944373489,2,-1.2147012590153674,0
-0.07754571953055389,1.6435392136750475,1,-1.3820674298709543,0
-0.07984464382738543,1.2420310855362078,0,-2.5421882767936275,1
0.7837366306627823,1.6049721402722241,0,-1.4776957627695277,1
